Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,81.949997,82.730003,81.790001,82.459999,76.196846,5130800
2016-11-02,81.300003,82.290001,81.279999,81.930000,75.707108,9783100
2016-11-03,82.349998,82.459999,80.690002,80.779999,74.644447,4586500
2016-11-04,80.050003,81.260002,80.050003,80.349998,74.247116,7023900
2016-11-07,81.559998,81.820000,81.029999,81.449997,75.263557,4453600
2016-11-08,78.209999,80.550003,77.019997,80.089996,74.006866,12055400
2016-11-09,79.470001,82.209999,79.250000,81.540001,75.346733,7290500
2016-11-10,82.000000,82.300003,79.820000,80.870003,74.727615,5293300
2016-11-11,80.760002,81.120003,79.870003,81.050003,74.893959,3802600
2016-11-14,81.040001,81.879997,80.779999,81.760002,75.550018,4500900
2016-11-15,81.900002,83.349998,81.370003,83.279999,77.309143,6651600
2016-11-16,83.250000,83.360001,82.449997,83.190002,77.225601,3833600
2016-11-17,83.070000,84.099998,82.250000,83.989998,77.968254,3808700
2016-11-18,83.529999,83.870003,82.559998,83.269997,77.299881,5013300
2016-11-21,83.150002,84.510002,83.040001,84.419998,78.367416,3110700
2016-11-22,84.470001,84.720001,83.769997,83.919998,77.903275,3500300
2016-11-23,83.930000,84.150002,83.610001,84.050003,78.023956,2788000
2016-11-25,84.160004,84.529999,84.000000,84.430000,78.376717,1586900
2016-11-28,84.099998,85.570000,84.050003,85.349998,79.230736,3956800
2016-11-29,85.330002,86.260002,84.660004,85.529999,79.397835,3686500
2016-11-30,85.750000,85.839996,84.410004,84.730003,78.655197,5951900
2016-12-01,84.830002,85.050003,83.699997,84.220001,78.181770,4463500
2016-12-02,84.389999,85.440002,83.889999,85.110001,79.007957,3928600
2016-12-05,85.110001,85.269997,84.620003,85.000000,78.905830,2800200
2016-12-06,84.820000,85.000000,84.290001,84.709999,78.636635,2911400
2016-12-07,84.160004,85.040001,84.040001,84.989998,78.896561,4858400
2016-12-08,85.070000,85.220001,83.800003,84.279999,78.237473,3142800
2016-12-09,84.769997,86.680000,84.519997,86.389999,80.196182,3408100
2016-12-12,85.879997,86.910004,85.879997,86.639999,80.428276,2206600
2016-12-13,86.830002,87.940002,86.250000,87.730003,81.440109,3547000
2016-12-14,87.769997,88.000000,85.519997,85.739998,79.592789,5117300
2016-12-15,85.629997,86.300003,85.019997,85.720001,79.574226,3461600
2016-12-16,86.220001,87.190002,85.839996,86.080002,79.908409,7155100
2016-12-19,86.239998,86.440002,85.589996,86.059998,79.889832,3048300
2016-12-20,87.000000,87.419998,85.889999,86.279999,80.094063,4141700
2016-12-21,86.220001,86.419998,85.699997,85.849998,79.694908,2166700
