index,close,returns,mfi,normal_close,normal_returns,normal_mfi
14,103.800507,0.00017877233113809587,64.21773099298049,-1.0,0.03428909995485081,0.2688452717781282
15,104.320259,0.004994725807736358,70.03842122569921,-0.9736529191109966,0.13074258419408297,0.4243542011100665
16,104.942085,0.00594304563681393,69.3992721137933,-0.9421315398361001,0.1497354486667468,0.4072783234903907
17,105.294785,0.003355266189852996,74.79921525818912,-0.9242525986688674,0.09790763402631966,0.5515463300780064
18,105.628891,0.0031680301213362974,74.59870069595235,-0.9073162178420482,0.09415768684110566,0.5461892669734234
19,105.526794,-0.0009670306338786694,67.46792394164021,-0.9124916821356432,0.011341060949795211,0.35567930783921065
20,105.201958,-0.003082979937078303,69.25065663922591,-0.9289581514665164,-0.031036981894451518,0.40330782645170205
21,107.113899,0.018010832646196573,68.93438970345319,-0.8320387280068617,0.39142800441254566,0.39485825593708346
22,107.336624,0.0020771698475307286,68.95550285879006,-0.8207484326525325,0.07231003512727933,0.3954223272155719
23,107.54081699999999,0.0019005537343852802,67.52933561669441,-0.8103975547569826,0.06877278345563284,0.3573200176956599
24,108.431816,0.008251082950459312,67.5801820966312,-0.7652313548673781,0.19596061295394426,0.35867846168411033
25,110.14005300000001,0.01563121356368012,75.41046374378897,-0.6786380210916754,0.34376920687926893,0.5678767984161233
26,110.50412,0.0033000402906519944,81.92312818242405,-0.6601828680609669,0.09680157467087427,0.7418729111550217
27,111.26023899999998,0.006819147435747059,82.3119830029367,-0.6218539564748413,0.1672819369096208,0.7522617816129575
28,112.865784,0.014327407796894669,82.74403121236591,-0.5404662485180927,0.3176567019332103,0.76380463164996
29,113.35118899999999,0.004291505969147947,83.33190366979417,-0.515860273362776,0.11665856034551522,0.7795105724891627
30,112.361725,-0.008767511975613736,75.38661661225235,-0.566017825512179,-0.14488627966083548,0.5672396846470293
31,112.389725,0.00024916413348914315,76.44364155009957,-0.5645984596128812,0.035698900658206786,0.5954797747033254
32,113.50988000000001,0.009917362900835032,77.89769738009592,-0.507815966436862,0.229332718335086,0.6343271718797905
33,113.649902,0.001232806410545839,83.32216082210397,-0.5007180217243077,0.055399199950579875,0.7792502769310119
34,114.29399099999999,0.0056513092386658624,91.5848101919053,-0.46806809448455233,0.14389257825333474,0.9999999999999998
35,114.415352,0.0010612685061201386,91.39346141446255,-0.46191610645223946,0.05196365418765817,0.9948878153072231
36,113.9953,-0.0036780462720220415,85.96250535889335,-0.4832092309069562,-0.042954917073371734,0.8497912498341116
37,113.9953,0.0,82.00694838346114,-0.4832092309069562,0.030708663742659903,0.7441123001619123
38,113.864616,-0.001147055757966848,78.79056791563738,-0.4898338170920953,0.007735533912775323,0.6581816179098505
39,113.957954,0.0008193920841318234,77.56896250736672,-0.48510236086678393,0.04711937490434358,0.6255445007448739
40,114.15398400000001,0.0017187180116450527,72.91794614078442,-0.4751652788225176,0.06513099391122006,0.50128525543975
41,114.27533000000001,0.001062438172137172,71.56950277497423,-0.46901405116479467,0.05198708015372851,0.46525946198604906
42,112.856453,-0.01249402825552343,62.597961552509936,-0.5409392522040344,-0.21952061344709084,0.22557057386751334
43,112.24969499999999,-0.0053908742593920065,53.03547346348568,-0.5716968098585511,-0.07725928236408444,-0.02990639278408702
44,110.457451,-0.016095421489358688,52.40439788303984,-0.6625485961736226,-0.29164899409008,-0.0467665732642335
45,110.40142800000001,-0.000507319438142757,44.430292736405626,-0.6653884938799219,0.020548115541990396,-0.2598073818547617
46,109.514641,-0.008064820460923775,31.608769186163244,-0.71034118058496,-0.13081283703591534,-0.6023546262510909
47,109.38394199999999,-0.0011941513164694694,23.88553137171482,-0.716966527144689,0.006792308291547141,-0.8086931179903838
48,109.822678,0.004002950146709984,24.84621450913859,-0.6947262801020262,0.11087939021712812,-0.7830269512378132
49,108.98256699999999,-0.0076791132530304495,16.72492584025774,-0.7373128838529341,-0.12308792767408835,-1.0
50,109.262596,0.0025661888659911027,24.263506201059514,-0.7231177548024119,0.0821040641640941,-0.7985949236739408
51,109.645325,0.003496715771829548,31.111906258416084,-0.7037165943998209,0.10074057356614641,-0.6156291038180931
52,110.653465,0.009152542667770505,36.710179074389,-0.6526123251955847,0.21401496731149386,-0.4660624069293954
53,110.14005300000001,-0.00465061592386955,36.98965940894169,-0.6786380210916754,-0.0624334548212675,-0.45859564854542956
54,110.168053,0.0002541894681874615,41.7633607254126,-0.6772186551923776,0.035799547610773176,-0.33105868110778625
55,110.186745,0.00016965366957736046,36.174411279647494,-0.6762711270713169,0.03410647221905455,-0.48037628944155075
56,109.066566,-0.01021821510055135,34.643039403941614,-0.7330548368466783,-0.17394083171930158,-0.5212893068465042
57,109.84133100000001,0.00707848593476388,41.57102453883771,-0.6937807289548967,0.1724759451053174,-0.3361972459944593
58,110.270744,0.0039017718112509324,50.20311464758603,-0.6720130800650619,0.10885299959023098,-0.10557733030771188
59,110.242737,-0.0002540162172722432,51.53178298470209,-0.6734328008058341,0.02562124972833605,-0.07007985796659066
60,109.692001,-0.005008187029796722,52.31605146894696,-0.7013505114456899,-0.06959485685671918,-0.04912688719894076
61,109.94403100000001,0.002294979638119928,52.99516942233855,-0.6885746976028271,0.07667231007570452,-0.030983178875761963
62,108.78653,-0.010583905603943428,46.295698846034085,-0.7472503207386749,-0.18126484831887202,-0.20997011251392528
63,109.80400800000001,0.009309509531168672,52.878594832838175,-0.6956726930070216,0.21715868557173562,-0.034097653083410506
64,109.94403100000001,0.0012743960727747956,52.464809380638506,-0.6885746976028271,0.05623215397511691,-0.04515258472759909
65,109.84133100000001,-0.0009345482023018239,45.97228355562066,-0.6937807289548967,0.011991616175748562,-0.21861066260866524
66,109.925362,0.0007647292039396965,45.05492557077286,-0.689521059816185,0.046024591643105246,-0.2431193295079781
67,109.97203799999998,0.0004245252622447656,40.09502307719688,-0.6871549768620557,0.0392110176150657,-0.37563095536829283
68,110.877495,0.00819980971692849,39.722853427296045,-0.6412558772520205,0.1949337172319879,-0.3855740551506168
69,111.764297,0.007966219475522814,47.0187543526139,-0.5963024301723934,0.19025539283011367,-0.19065254308826818
70,111.745628,-0.00016705298472466344,51.08114435177792,-0.5972487923857512,0.027362941549214155,-0.08211938051801049
71,112.240356,0.004417497878097509,50.756497401970186,-0.5721702190776057,0.11918191499650764,-0.09079283633802593
72,112.931145,0.006135689144409809,51.004530595546214,-0.5371529922843772,0.1535936955567924,-0.0841662379743171
73,113.68724099999999,0.006672881392570847,58.01283915076146,-0.4988252466059544,0.16435253371692285,0.10307178986698551
74,113.836601,0.0013129175399119739,65.08345407261086,-0.49125394336598216,0.057003658463572304,0.29197443066284445
75,113.46321100000002,-0.0032854434201515766,72.98548273705829,-0.5101816945495177,-0.035091902372508504,0.5030896022366704
