Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,86.580002,86.989998,86.480003,86.849998,79.124359,8564500
2016-11-02,86.769997,87.410004,86.559998,86.739998,79.024139,7773200
2016-11-03,86.800003,86.980003,86.470001,86.599998,78.896584,6899900
2016-11-04,86.690002,86.730003,85.070000,85.080002,77.511795,9378100
2016-11-07,86.019997,86.570000,85.599998,86.559998,78.860146,8878500
2016-11-08,86.769997,87.690002,86.589996,87.459999,79.680077,7674600
2016-11-09,85.260002,86.540001,84.309998,85.930000,78.286186,11972500
2016-11-10,85.510002,85.699997,82.180000,82.959999,75.580383,22095000
2016-11-11,82.669998,84.059998,82.650002,83.580002,76.145226,8905700
2016-11-14,83.559998,83.779999,82.760002,83.000000,75.616829,12862500
2016-11-15,84.580002,84.580002,82.879997,83.620003,76.181686,9464000
2016-11-16,83.980003,84.199997,83.169998,83.190002,75.789925,8542900
2016-11-17,83.269997,83.500000,82.930000,83.070000,75.680588,9083700
2016-11-18,82.919998,83.099998,81.989998,82.000000,74.705780,14565500
2016-11-21,82.000000,82.750000,81.709999,82.639999,75.288841,11482100
2016-11-22,83.010002,83.180000,82.660004,82.760002,75.398170,7426500
2016-11-23,82.589996,82.930000,82.519997,82.680000,75.325294,7693300
2016-11-25,82.989998,83.459999,82.949997,83.459999,76.035896,3882900
2016-11-28,83.129997,83.360001,82.760002,83.070000,75.680588,6990100
2016-11-29,83.419998,83.480003,82.690002,82.889999,75.516602,6183100
2016-11-30,82.519997,82.830002,82.260002,82.459999,75.124855,12115500
2016-12-01,82.209999,82.320000,81.180000,81.860001,74.578232,12516900
2016-12-02,82.349998,82.680000,82.070000,82.400002,75.070206,9079400
2016-12-05,82.559998,83.080002,82.480003,82.989998,75.607704,8597500
2016-12-06,83.239998,83.250000,82.610001,82.910004,75.534828,7327200
2016-12-07,82.739998,84.279999,82.709999,84.180000,76.691864,8567700
2016-12-08,83.790001,84.180000,83.500000,83.500000,76.072342,7522800
2016-12-09,83.519997,84.400002,83.470001,84.370003,76.864960,8004500
2016-12-12,84.209999,85.180000,84.209999,85.129997,77.557350,7494100
2016-12-13,84.669998,85.360001,84.529999,85.180000,77.602905,11795900
2016-12-14,85.290001,85.739998,84.169998,84.370003,76.864960,12292200
2016-12-15,84.150002,84.800003,83.610001,84.680000,77.147377,8768100
2016-12-16,84.900002,85.120003,84.150002,84.680000,77.147377,21172400
2016-12-19,84.750000,84.980003,84.320000,84.709999,77.174713,6431200
2016-12-20,84.570000,84.709999,84.190002,84.570000,77.047173,7485400
2016-12-21,84.190002,84.730003,84.120003,84.279999,76.782959,6099300
2016-12-22,84.000000,84.610001,83.870003,84.470001,76.956070,7864800
2016-12-23,84.680000,85.180000,84.550003,84.959999,77.402466,5284200
2016-12-27,84.900002,84.940002,84.419998,84.599998,77.074493,3782600
2016-12-28,84.400002,84.629997,83.949997,84.070000,76.591644,4298800
2016-12-29,84.239998,84.489998,84.099998,84.349998,76.846733,3718300
