Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,83.470001,83.650002,81.650002,82.239998,75.936554,5139600
2016-11-02,82.150002,82.150002,80.330002,81.110001,74.893158,5228600
2016-11-03,81.639999,81.669998,80.680000,81.269997,75.040909,3859000
2016-11-04,81.339996,82.900002,80.589996,82.309998,76.001190,5745800
2016-11-07,83.739998,84.160004,82.970001,83.750000,77.330811,3786400
2016-11-08,83.769997,85.000000,83.059998,84.680000,78.189537,3407700
2016-11-09,89.779999,93.199997,89.360001,91.199997,84.209816,19281900
2016-11-10,92.040001,94.949997,91.839996,93.449997,86.287338,14174400
2016-11-11,93.389999,94.339996,91.820000,93.010002,85.881065,7369900
2016-11-14,93.250000,95.500000,93.019997,94.169998,86.952148,7552800
2016-11-15,93.459999,94.459999,92.639999,94.440002,87.201447,4645400
2016-11-16,93.769997,94.400002,92.839996,93.349998,86.195000,3297200
2016-11-17,93.500000,93.500000,92.400002,92.779999,85.668694,3942200
2016-11-18,93.010002,93.400002,91.900002,92.339996,85.262413,4715900
2016-11-21,93.129997,93.849998,92.779999,92.900002,85.779480,3783200
2016-11-22,93.400002,93.709999,92.800003,93.620003,86.444313,3172800
2016-11-23,94.809998,96.419998,94.220001,96.180000,88.808090,6535900
2016-11-25,95.959999,96.440002,95.209999,95.809998,88.466446,2006900
2016-11-28,95.510002,95.860001,94.470001,94.900002,87.626198,4916000
2016-11-29,94.000000,94.570000,93.629997,94.040001,86.832123,3806000
2016-11-30,95.750000,95.900002,94.349998,95.559998,88.235611,4641900
2016-12-01,96.000000,97.389999,94.050003,96.239998,88.863495,9361600
2016-12-02,95.360001,96.150002,94.930000,95.139999,87.847801,5038300
2016-12-05,95.870003,95.989998,94.150002,94.449997,87.210678,4980300
2016-12-06,94.099998,95.309998,94.070000,95.220001,87.921677,3663100
2016-12-07,95.250000,97.330002,94.930000,97.330002,89.869949,4901100
2016-12-08,97.260002,97.400002,96.129997,96.269997,88.891197,3861600
2016-12-09,96.230003,96.300003,95.190002,95.529999,88.207916,6550200
2016-12-12,96.010002,96.650002,94.910004,95.080002,87.792419,3596700
2016-12-13,95.739998,96.500000,95.180000,96.019997,88.660362,3803300
2016-12-14,95.769997,96.000000,93.610001,93.739998,86.555107,5647400
2016-12-15,93.800003,94.730003,93.050003,94.529999,87.284554,4200100
2016-12-16,94.349998,94.480003,92.529999,92.580002,85.484032,7872700
2016-12-19,91.930000,92.779999,91.000000,92.709999,85.604057,3856300
2016-12-20,93.639999,94.830002,93.300003,94.339996,87.109116,4302400
2016-12-21,94.260002,94.300003,93.680000,93.820000,86.628983,2829300
2016-12-22,93.779999,94.449997,93.720001,94.120003,86.905998,2534900
2016-12-23,93.790001,94.400002,93.639999,94.320000,87.090660,1545900
2016-12-27,94.339996,94.800003,94.099998,94.550003,87.303032,1735200
2016-12-28,94.599998,94.900002,92.820000,93.150002,86.010330,2700300
2016-12-29,93.279999,93.849998,93.000000,93.290001,86.139595,2387200
2016-12-30,93.040001,93.250000,92.330002,92.739998,85.631744,3471200
2017-01-03,94.000000,95.190002,93.250000,93.989998,86.785957,5054900
2017-01-04,94.459999,94.500000,93.430000,93.570000,86.398132,3772100
2017-01-05,93.180000,94.459999,92.419998,93.000000,85.871826,4698800
2017-01-06,93.449997,93.599998,92.410004,93.040001,85.908752,4023100
2017-01-09,92.930000,93.489998,92.199997,92.370003,85.290115,3095000
2017-01-10,92.980003,94.440002,92.769997,93.830002,86.638214,3980200
2017-01-11,94.470001,94.750000,93.389999,94.650002,87.395370,3720500
2017-01-12,94.370003,94.370003,92.779999,93.989998,86.785957,3102700
2017-01-13,94.070000,94.629997,93.680000,94.480003,87.238396,2609500
2017-01-17,94.239998,94.290001,93.220001,93.570000,86.398132,5040300
2017-01-18,92.790001,93.419998,92.529999,93.330002,86.891579,3425700
2017-01-19,93.580002,93.980003,92.959999,93.379997,86.938126,3540100
2017-01-20,94.010002,95.000000,93.620003,94.580002,88.055351,5045200
2017-01-23,94.599998,94.739998,93.559998,94.459999,87.943642,3254900
2017-01-24,95.019997,96.730003,94.800003,96.239998,89.600830,5768200
2017-01-25,97.820000,98.589996,97.320000,98.150002,91.379066,7557900
2017-01-26,98.449997,98.980003,96.019997,97.220001,90.513237,9097300
2017-01-27,97.690002,99.459999,97.500000,98.989998,92.161102,6371400
2017-01-30,98.400002,98.589996,96.570000,96.790001,90.112892,5221800
2017-01-31,96.589996,96.629997,94.589996,95.660004,89.060852,5724700
2017-02-01,95.809998,96.519997,94.400002,95.110001,88.548775,3582500
2017-02-02,94.769997,95.129997,93.500000,93.769997,87.301208,3807500
