Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,165.399994,165.809998,163.850006,164.250000,150.274704,2455600
2016-11-02,164.699997,166.369995,163.910004,165.729996,151.628784,2233400
2016-11-03,166.139999,167.639999,165.259995,166.830002,152.635178,2505000
2016-11-04,167.210007,167.850006,166.419998,166.479996,152.314957,1927500
2016-11-07,168.149994,169.889999,167.979996,169.740005,155.297607,1930900
2016-11-08,169.899994,172.050003,169.779999,171.029999,156.477814,1955700
2016-11-09,165.839996,171.000000,165.839996,170.389999,155.892303,3659300
2016-11-10,170.160004,174.669998,169.789993,174.279999,159.451324,3280000
2016-11-11,174.050003,175.130005,173.729996,175.080002,160.183228,1868200
2016-11-14,175.229996,175.509995,171.899994,172.910004,158.197906,2607000
2016-11-15,173.160004,174.250000,171.910004,174.240005,159.414719,2177100
2016-11-16,173.130005,173.229996,171.570007,172.009995,158.383438,2022600
2016-11-17,172.009995,173.250000,172.009995,172.770004,159.083252,1783700
2016-11-18,172.509995,173.279999,172.289993,172.960007,159.258179,1711100
2016-11-21,171.419998,171.979996,170.720001,171.520004,157.932266,1993900
2016-11-22,171.669998,172.080002,171.279999,171.910004,158.291367,1553300
2016-11-23,172.080002,172.750000,171.759995,172.250000,158.604431,1477900
2016-11-25,172.210007,173.990005,172.210007,173.490005,159.746201,945800
2016-11-28,173.559998,173.770004,172.279999,172.500000,158.834595,1677700
2016-11-29,172.539993,173.289993,172.149994,172.770004,159.083252,1483200
2016-11-30,172.199997,173.190002,171.589996,171.740005,158.134796,2595800
2016-12-01,171.639999,172.740005,171.449997,172.630005,158.954346,1756900
2016-12-02,172.529999,173.690002,172.240005,172.429993,158.770172,1871500
2016-12-05,172.630005,172.949997,171.089996,171.619995,158.024338,2181300
2016-12-06,171.820007,172.029999,171.229996,171.800003,158.190048,1467500
2016-12-07,172.380005,176.059998,171.970001,176.050003,162.103378,3164300
2016-12-08,176.080002,176.350006,174.770004,175.880005,161.946823,1790700
2016-12-09,175.360001,178.869995,175.300003,178.490005,164.350067,2650400
2016-12-12,178.250000,179.809998,177.570007,179.639999,165.408997,2296100
2016-12-13,179.570007,180.059998,176.770004,178.830002,164.663162,2708600
2016-12-14,179.160004,179.389999,176.410004,176.600006,162.609802,2234200
2016-12-15,177.259995,177.580002,175.050003,176.020004,162.075729,2055600
2016-12-16,176.559998,178.500000,176.550003,177.449997,163.392487,3889700
2016-12-19,177.610001,178.669998,177.320007,178.160004,164.046234,1382000
2016-12-20,178.339996,179.330002,178.059998,178.649994,164.497421,1378200
2016-12-21,178.600006,179.529999,178.419998,178.429993,164.294846,1555900
2016-12-22,178.889999,179.460007,177.979996,179.199997,165.003830,1225600
2016-12-23,179.089996,179.289993,178.529999,178.750000,164.589478,731100
2016-12-27,178.660004,179.199997,178.570007,178.919998,164.746017,651000
2016-12-28,178.880005,179.449997,178.020004,178.080002,163.972580,1287900
2016-12-29,178.289993,179.139999,178.029999,178.410004,164.276443,1102000
2016-12-30,179.000000,179.479996,178.289993,178.570007,164.423782,1594200
2017-01-03,178.830002,180.000000,177.220001,178.050003,163.944946,2509300
2017-01-04,178.029999,178.899994,177.610001,178.320007,164.193558,1542000
2017-01-05,178.259995,179.139999,176.889999,177.710007,163.631882,1447800
2017-01-06,177.289993,178.600006,175.800003,178.229996,164.110687,1625000
2017-01-09,178.369995,178.380005,177.199997,177.270004,163.226730,1622600
2017-01-10,177.360001,177.490005,176.309998,176.580002,162.591415,2030100
2017-01-11,176.630005,178.449997,176.389999,177.889999,163.797607,1579600
2017-01-12,176.970001,177.699997,175.750000,177.440002,163.383270,1321800
2017-01-13,177.580002,177.910004,176.830002,177.389999,163.337234,1265500
2017-01-17,177.000000,177.679993,176.250000,177.259995,163.217499,1557500
2017-01-18,177.899994,179.440002,177.380005,178.490005,164.350067,1804600
2017-01-19,179.250000,179.800003,177.759995,178.679993,164.525024,1464400
2017-01-20,179.199997,179.460007,177.830002,178.490005,164.350067,1761900
2017-01-23,177.910004,178.990005,177.130005,178.509995,164.368500,1986800
2017-01-24,177.500000,177.759995,174.419998,175.970001,162.029709,3473200
2017-01-25,177.089996,178.630005,176.570007,176.729996,162.729523,3462600
2017-01-26,176.309998,177.229996,176.039993,176.820007,162.812408,2235900
2017-01-27,177.479996,177.979996,176.830002,177.479996,163.420090,1623700
2017-01-30,177.250000,177.729996,174.869995,175.419998,161.523300,1823100
2017-01-31,174.740005,175.460007,173.809998,174.820007,160.970810,1845500
2017-02-01,175.169998,175.800003,174.300003,175.169998,161.293076,2272900
2017-02-02,174.130005,174.779999,173.550003,174.179993,160.381500,3106800
2017-02-03,174.020004,175.300003,173.850006,175.039993,161.173416,2820500
2017-02-06,174.119995,176.199997,173.899994,175.100006,161.228638,1622800
2017-02-07,176.080002,176.399994,175.149994,175.759995,161.836380,1247400
2017-02-08,175.619995,177.600006,175.490005,177.070007,163.042572,2145700
2017-02-09,176.869995,178.550003,176.869995,178.179993,164.064651,2009700
2017-02-10,178.300003,179.580002,178.190002,179.000000,164.819687,1392400
2017-02-13,179.860001,181.380005,179.259995,181.020004,166.679672,1929800
2017-02-14,180.860001,182.000000,180.649994,181.600006,167.213715,2035900
2017-02-15,180.300003,181.830002,180.149994,181.699997,168.395355,1762900
2017-02-16,181.750000,183.460007,181.619995,183.410004,169.980148,2164000
2017-02-17,183.429993,183.600006,182.529999,182.949997,169.553833,1961500
2017-02-21,182.789993,183.619995,182.039993,183.369995,169.943069,1736300
2017-02-22,183.399994,186.119995,183.080002,186.039993,172.417572,2850900
2017-02-23,185.910004,187.460007,185.710007,187.190002,173.483337,2401600
2017-02-24,186.820007,188.410004,186.300003,187.410004,173.687241,2126300
2017-02-27,187.500000,187.550003,186.380005,186.910004,173.223877,1393800
2017-02-28,186.729996,187.500000,186.309998,186.350006,172.704880,1932100
2017-03-01,188.080002,190.539993,188.009995,189.860001,175.957840,2226200
2017-03-02,189.460007,190.100006,189.029999,189.889999,175.985672,1764000
2017-03-03,189.889999,190.240005,188.539993,189.309998,175.448151,1627400
2017-03-06,188.929993,189.240005,188.270004,188.899994,175.068115,1668700
2017-03-07,188.289993,189.259995,188.250000,189.089996,175.244217,1662300
2017-03-08,189.720001,190.210007,188.970001,189.509995,175.633469,1563700
2017-03-09,189.250000,190.389999,189.169998,189.899994,175.994919,1556700
2017-03-10,190.639999,191.240005,190.029999,191.210007,177.209030,2515000
2017-03-13,191.770004,191.960007,190.460007,191.520004,177.496307,1972700
2017-03-14,190.929993,191.440002,189.110001,190.330002,176.393433,1893600
2017-03-15,190.179993,191.860001,189.720001,191.199997,177.199738,2047000
2017-03-16,191.059998,191.639999,189.639999,190.309998,176.374893,1937100
2017-03-17,190.820007,192.360001,190.350006,192.360001,178.274780,4228100
2017-03-20,192.520004,193.500000,192.279999,193.009995,178.877197,2085600
2017-03-21,193.490005,193.490005,191.509995,192.130005,178.061646,1895100
2017-03-22,192.300003,192.880005,190.460007,192.220001,178.145065,1627300
2017-03-23,192.119995,192.970001,191.229996,192.139999,178.070892,1482000
2017-03-24,192.119995,192.619995,190.899994,191.509995,177.487015,1435400
2017-03-27,190.699997,191.000000,189.160004,190.429993,176.486130,1984600
2017-03-28,189.940002,191.490005,189.600006,190.990005,177.005096,2330200
2017-03-29,190.589996,191.279999,190.259995,190.679993,176.717773,1692200
2017-03-30,190.740005,191.490005,190.100006,191.279999,177.273895,1835400
2017-03-31,191.300003,192.399994,190.990005,191.330002,177.320206,1730000
2017-04-03,191.869995,192.169998,189.949997,190.720001,176.754883,1546700
2017-04-04,190.570007,190.979996,189.779999,190.190002,176.263687,1349900
2017-04-05,190.699997,192.419998,190.039993,190.240005,176.310028,1448700
2017-04-06,190.410004,191.020004,189.500000,189.889999,175.985672,1627400
2017-04-07,190.029999,190.559998,189.520004,189.990005,176.078354,1025200
2017-04-10,190.160004,190.520004,189.309998,189.710007,175.818832,1682700
2017-04-11,189.130005,190.089996,188.990005,190.070007,176.152496,1459600
2017-04-12,190.309998,190.490005,189.399994,189.699997,175.809570,1416100
2017-04-13,189.250000,189.860001,188.619995,188.649994,174.836456,1274400
2017-04-17,189.309998,190.360001,189.289993,190.360001,176.421234,1543600
