Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,83.500000,83.919998,83.269997,83.650002,73.191261,13050600
2016-11-02,83.300003,83.879997,82.940002,83.449997,73.016258,11226100
2016-11-03,83.680000,83.879997,83.050003,83.660004,73.200012,8836500
2016-11-04,83.629997,84.330002,82.760002,83.570000,73.121262,13877100
2016-11-07,84.489998,85.470001,84.400002,85.449997,74.766190,13576200
2016-11-08,84.730003,85.830002,84.489998,85.309998,75.304649,9735200
2016-11-09,84.050003,86.709999,83.660004,86.250000,76.134422,15901300
2016-11-10,85.910004,87.989998,85.660004,87.050003,76.840599,14106100
2016-11-11,86.529999,86.730003,84.889999,85.669998,75.622444,13812200
2016-11-14,85.300003,85.650002,84.330002,85.279999,75.278183,12607500
2016-11-15,85.769997,87.059998,85.769997,86.820000,76.637566,12883500
2016-11-16,86.739998,86.779999,85.580002,85.750000,75.693062,8201200
2016-11-17,86.440002,86.879997,85.019997,85.230003,75.234047,8200500
2016-11-18,85.209999,85.650002,84.830002,85.279999,75.278183,8457800
2016-11-21,86.440002,86.690002,86.139999,86.489998,76.346260,8861500
2016-11-22,86.690002,87.239998,85.970001,86.680000,76.513992,9390200
2016-11-23,86.540001,87.080002,86.309998,86.919998,76.725838,5996300
2016-11-25,86.709999,87.139999,86.540001,87.120003,76.902374,5042300
2016-11-28,86.949997,87.129997,86.370003,86.470001,76.328621,7449600
2016-11-29,85.419998,86.080002,85.080002,85.900002,75.825462,9181100
2016-11-30,87.599998,88.190002,87.199997,87.300003,77.061264,22696200
2016-12-01,87.980003,88.500000,87.239998,87.239998,77.008301,13005600
2016-12-02,87.190002,87.989998,86.599998,87.040001,76.831764,9706600
2016-12-05,87.389999,87.820000,86.919998,87.480003,77.220161,11741100
2016-12-06,87.269997,87.870003,86.699997,87.559998,77.290771,11293600
2016-12-07,87.629997,88.150002,87.199997,88.070000,77.740952,11182600
2016-12-08,88.050003,88.849998,87.650002,88.320000,77.961639,9086700
2016-12-09,88.639999,89.000000,88.180000,89.000000,78.561890,8021700
2016-12-12,90.139999,91.500000,90.139999,90.980003,80.309677,15545400
2016-12-13,91.889999,93.220001,91.169998,92.580002,81.722023,18829300
2016-12-14,92.260002,92.269997,90.169998,90.580002,79.956589,16325400
2016-12-15,90.099998,90.980003,89.760002,90.889999,80.230232,11155100
2016-12-16,91.519997,91.669998,90.639999,91.180000,80.486221,20560400
2016-12-19,91.379997,91.540001,90.199997,90.419998,79.815353,9674400
2016-12-20,90.510002,90.849998,90.290001,90.430000,79.824181,7221000
2016-12-21,90.680000,90.900002,90.180000,90.279999,79.691765,7308000
2016-12-22,90.019997,90.900002,90.019997,90.870003,80.212578,8003100
2016-12-23,90.889999,90.959999,90.519997,90.709999,80.071335,4266500
2016-12-27,90.830002,91.110001,90.580002,90.750000,80.106644,4960600
2016-12-28,90.680000,91.110001,90.260002,90.300003,79.709412,6745900
2016-12-29,90.099998,90.599998,90.029999,90.349998,79.753555,6684700
2016-12-30,90.029999,90.699997,90.010002,90.260002,79.674110,9117800
2017-01-03,90.940002,91.339996,90.150002,90.889999,80.230232,10360600
2017-01-04,91.120003,91.150002,89.750000,89.889999,79.347511,9434200
2017-01-05,90.190002,90.300003,88.440002,88.550003,78.164673,14443200
2017-01-06,88.790001,88.980003,87.820000,88.500000,78.120529,16518100
2017-01-09,88.220001,88.220001,86.550003,87.040001,76.831764,13762300
2017-01-10,87.169998,87.309998,85.910004,85.930000,75.851944,13283100
2017-01-11,85.900002,86.949997,85.860001,86.809998,76.628746,11183700
2017-01-12,87.269997,87.379997,86.070000,86.339996,76.213867,10407000
2017-01-13,86.269997,86.680000,86.169998,86.349998,76.222694,8415600
2017-01-17,86.580002,87.389999,86.250000,87.360001,77.114243,13237300
2017-01-18,87.059998,87.410004,86.050003,86.279999,76.160889,11831700
2017-01-19,85.970001,86.099998,84.589996,84.730003,74.792702,16382900
2017-01-20,85.440002,85.959999,85.050003,85.889999,75.816635,18739700
2017-01-23,85.680000,85.879997,84.750000,84.970001,75.004539,11433900
2017-01-24,84.980003,85.470001,84.830002,85.089996,75.110458,11858100
2017-01-25,85.339996,85.879997,85.250000,85.339996,75.331146,9578500
2017-01-26,85.690002,85.830002,85.120003,85.599998,75.560638,8779400
2017-01-27,85.300003,85.750000,85.040001,85.510002,75.481201,10947900
2017-01-30,85.419998,85.449997,84.180000,84.860001,74.907433,12789200
2017-01-31,85.040001,85.070000,83.129997,83.889999,74.051201,19128100
2017-02-01,84.000000,84.160004,82.540001,82.940002,73.212624,15111800
2017-02-02,83.209999,83.529999,82.550003,83.449997,73.662796,12200100
2017-02-03,83.699997,83.720001,82.900002,83.540001,73.742249,12746300
2017-02-06,83.550003,83.650002,82.930000,83.309998,73.539223,9938200
2017-02-07,83.230003,83.620003,82.449997,82.769997,73.062553,11705200
2017-02-08,81.989998,82.120003,81.169998,81.480003,72.581543,14006300
2017-02-09,81.480003,82.050003,81.480003,81.839996,72.902214,9603000
2017-02-10,82.260002,82.769997,82.129997,82.519997,73.507950,8739800
2017-02-13,82.769997,83.180000,82.349998,83.000000,73.935532,9071600
2017-02-14,82.910004,83.099998,82.059998,82.820000,73.775192,11370500
2017-02-15,82.639999,83.180000,82.459999,83.160004,74.078056,11768500
2017-02-16,83.120003,83.419998,82.169998,82.300003,73.311989,10615000
2017-02-17,82.089996,82.190002,81.440002,81.760002,72.830948,15646000
2017-02-21,82.120003,82.150002,81.300003,81.889999,72.946754,16419600
2017-02-22,81.650002,81.699997,80.870003,80.930000,72.091591,12917400
2017-02-23,81.419998,82.220001,81.029999,81.779999,72.848778,13847000
2017-02-24,81.599998,81.800003,80.760002,81.080002,72.225212,11338700
2017-02-27,81.129997,81.709999,80.809998,81.540001,72.634979,13465900
2017-02-28,81.529999,81.989998,81.050003,81.320000,72.439026,16834200
2017-03-01,81.699997,83.330002,81.699997,83.019997,73.953339,17482100
2017-03-02,82.800003,84.250000,82.790001,83.300003,74.202766,14170300
2017-03-03,83.300003,83.599998,82.260002,82.459999,73.454506,12190400
2017-03-06,82.440002,82.900002,82.330002,82.830002,73.784103,9617200
2017-03-07,83.110001,83.290001,82.139999,82.519997,73.507950,12711500
2017-03-08,82.349998,82.379997,81.010002,81.029999,72.180672,16817700
2017-03-09,80.639999,81.720001,80.309998,81.669998,72.750786,14721800
2017-03-10,82.440002,82.470001,81.160004,81.610001,72.697342,11355200
2017-03-13,81.500000,81.940002,81.050003,81.419998,72.528084,9571400
2017-03-14,81.000000,81.230003,80.440002,80.989998,72.145042,11335700
2017-03-15,81.349998,82.059998,81.050003,82.000000,73.044746,11970300
2017-03-16,82.029999,82.199997,81.669998,82.070000,73.107109,9923800
2017-03-17,82.029999,82.260002,81.820000,82.000000,73.044746,18834100
2017-03-20,81.720001,82.040001,81.440002,82.000000,73.044746,7700300
2017-03-21,82.160004,82.349998,81.599998,81.830002,72.893311,13387700
2017-03-22,81.959999,82.089996,81.430000,81.760002,72.830948,11168400
2017-03-23,81.629997,82.220001,81.459999,81.860001,72.920036,8928000
2017-03-24,82.029999,82.029999,81.150002,81.230003,72.358849,9128500
2017-03-27,80.820000,81.430000,80.790001,81.250000,72.376648,8481200
2017-03-28,81.320000,82.019997,80.959999,81.839996,72.902214,11028600
2017-03-29,81.690002,82.279999,81.550003,82.019997,73.062546,8495500
2017-03-30,82.029999,83.870003,81.940002,83.699997,74.559097,44704900
2017-03-31,83.260002,83.309998,81.860001,82.010002,73.053650,21750400
2017-04-03,82.019997,82.309998,81.349998,82.070000,73.107109,11438700
2017-04-04,82.099998,82.419998,81.330002,82.370003,73.374329,9270900
2017-04-05,82.849998,83.550003,82.470001,82.529999,73.516861,13809100
2017-04-06,82.750000,83.209999,82.459999,83.010002,73.944435,9554900
2017-04-07,83.239998,83.360001,82.680000,82.760002,73.721764,8909600
2017-04-10,83.120003,83.470001,82.919998,83.129997,74.051331,8885300
2017-04-11,83.080002,83.169998,82.419998,82.839996,73.792999,8576500
2017-04-12,82.860001,83.349998,82.699997,82.970001,73.908813,9516100
2017-04-13,82.720001,82.730003,81.570000,81.690002,72.768600,8667900
2017-04-17,81.849998,81.970001,81.440002,81.580002,72.670616,9577200
2017-04-18,81.320000,81.820000,81.029999,81.050003,72.198486,8821400
2017-04-19,81.169998,81.510002,80.300003,80.489998,71.699661,10764400
2017-04-20,80.949997,81.739998,80.699997,81.010002,72.162865,11649100
2017-04-21,80.930000,81.000000,80.470001,80.690002,71.877808,9816700
2017-04-24,81.279999,81.400002,80.809998,81.110001,72.251945,8729700
2017-04-25,81.430000,81.930000,81.279999,81.730003,72.804230,10733800
2017-04-26,81.519997,82.330002,81.389999,81.400002,72.510269,9445900
2017-04-27,81.070000,81.300003,80.940002,81.260002,72.385559,12385300
2017-04-28,82.459999,82.489998,81.559998,81.650002,72.732971,12072200
2017-05-01,81.510002,82.209999,81.480003,82.059998,73.098183,8664100
2017-05-02,82.139999,82.589996,81.900002,82.050003,73.089287,9102900
2017-05-03,81.970001,83.070000,81.910004,82.699997,73.668297,10289000
2017-05-04,82.290001,82.360001,81.400002,81.639999,72.724068,16164500
2017-05-05,81.629997,82.239998,81.610001,82.019997,73.062546,10213000
2017-05-08,82.000000,82.940002,82.000000,82.889999,73.837532,8097100
2017-05-09,82.959999,83.000000,82.160004,82.309998,73.320885,8647100
